Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46756160,07/06/2020 12:16:01 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46764497,07/06/2020 12:16:05 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Restaurant/Bar/Deli/Bakery,11238,603 VANDERBILT AVENUE,VANDERBILT AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,,BROOKLYN,VANDERBILT AVENUE,,In Progress,,,,08 BROOKLYN,3011450013,BROOKLYN,993053,186760,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.679285443031105,-73.9682622635774,"(40.679285443031105, -73.9682622635774)"
46766376,07/06/2020 12:16:07 AM,07/06/2020 12:40:18 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10037,39 WEST  130 STREET,WEST  130 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,,NEW YORK,WEST  130 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:40:26 AM,10 MANHATTAN,1017280018,MANHATTAN,1000509,234441,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8101472432934,-73.94126565173998,"(40.8101472432934, -73.94126565173998)"
46756134,07/06/2020 12:16:14 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10452,UNIVERSITY AVENUE,UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  170 STREET,UNIVERSITY AVENUE,WEST  170 STREET,,,,,In Progress,,,,04 BRONX,,BRONX,1004661,246085,PHONE,Unspecified,BRONX,,,,,,,,40.84209807956513,-73.92623146467268,"(40.84209807956513, -73.92623146467268)"
46762343,07/06/2020 12:16:20 AM,07/06/2020 01:08:15 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,673 MONROE STREET,MONROE STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,,BROOKLYN,MONROE STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,07/06/2020 05:08:18 AM,03 BROOKLYN,3016370072,BROOKLYN,1003808,189906,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.687903263798,-73.92947780005566,"(40.687903263798, -73.92947780005566)"
46763801,07/06/2020 12:16:27 AM,07/06/2020 12:28:42 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11420,115-40 121 STREET,121 STREET,115 AVENUE,HAWTREE CREEK ROAD,115 AVENUE,HAWTREE CREEK ROAD,,SOUTH OZONE PARK,121 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:28:47 AM,10 QUEENS,4116640026,QUEENS,1034888,185832,MOBILE,Unspecified,QUEENS,,,,,,,,40.67659783703158,-73.81744043406864,"(40.67659783703158, -73.81744043406864)"
46756776,07/06/2020 12:16:27 AM,07/06/2020 01:13:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,275 LINDEN BOULEVARD,LINDEN BOULEVARD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:13:14 AM,17 BROOKLYN,3048530093,BROOKLYN,998478,177079,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65270619634423,-73.9487237728878,"(40.65270619634423, -73.9487237728878)"
46764348,07/06/2020 12:16:29 AM,07/06/2020 12:24:38 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 04:24:39 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
46762725,07/06/2020 12:16:32 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46763786,07/06/2020 12:16:35 AM,07/06/2020 12:44:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,201 KEAP STREET,KEAP STREET,BEND,MARCY AVENUE,BEND,MARCY AVENUE,,BROOKLYN,KEAP STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:44:44 AM,01 BROOKLYN,3021940056,BROOKLYN,995916,196274,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70539586191399,-73.95792372370249,"(40.70539586191399, -73.95792372370249)"
46756978,07/06/2020 12:16:42 AM,07/06/2020 12:19:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2120 TURNBULL AVENUE,TURNBULL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,,BRONX,TURNBULL AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:19:27 AM,09 BRONX,,BRONX,1025389,239415,MOBILE,Unspecified,BRONX,,,,,,,,40.82371863743389,-73.8513582551381,"(40.82371863743389, -73.8513582551381)"
46759086,07/06/2020 12:16:43 AM,07/06/2020 12:39:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10310,166 BROADWAY,BROADWAY,WAYNE STREET,HENDERSON AVENUE,WAYNE STREET,HENDERSON AVENUE,,STATEN ISLAND,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:39:14 AM,01 STATEN ISLAND,5001860104,STATEN ISLAND,951613,171489,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.637314152934024,-74.11759324033947,"(40.637314152934024, -74.11759324033947)"
46767486,07/06/2020 12:16:47 AM,07/06/2020 12:22:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,357 BEACH   47 STREET,BEACH   47 STREET,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,,FAR ROCKAWAY,BEACH   47 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:22:28 AM,14 QUEENS,4158390040,QUEENS,1045870,155976,PHONE,Unspecified,QUEENS,,,,,,,,40.59458010523397,-73.77812103856405,"(40.59458010523397, -73.77812103856405)"
46763429,07/06/2020 12:16:50 AM,07/06/2020 12:32:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11377,49-14 QUEENS BOULEVARD,QUEENS BOULEVARD,49 STREET,50 STREET,49 STREET,50 STREET,,WOODSIDE,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:32:55 AM,02 QUEENS,4022820029,QUEENS,1007635,209908,ONLINE,Unspecified,QUEENS,,,,,,,,40.74279465825333,-73.91560893506559,"(40.74279465825333, -73.91560893506559)"
46756887,07/06/2020 12:16:52 AM,,MAYORâS OFFICE OF SPECIAL ENFORCEMENT,Mayorâs Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11211,246 SOUTH    2 STREET,SOUTH    2 STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,,BROOKLYN,SOUTH    2 STREET,,In Progress,,,,01 BROOKLYN,3024200018,BROOKLYN,995859,198613,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71181593742519,-73.95812527527906,"(40.71181593742519, -73.95812527527906)"
46759467,07/06/2020 12:17:04 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46761606,07/06/2020 12:17:21 AM,07/06/2020 12:18:18 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11106,33 STREET,33 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 04:18:22 AM,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
46755338,07/06/2020 12:17:22 AM,07/06/2020 12:34:21 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3470 FT INDEPENDENCE STREET,FT INDEPENDENCE STREET,BEND,ORLOFF AVENUE,BEND,ORLOFF AVENUE,,BRONX,FT INDEPENDENCE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:34:23 AM,08 BRONX,2032580120,BRONX,1012222,260531,ONLINE,Unspecified,BRONX,,,,,,,,40.88172725167505,-73.89884456209464,"(40.88172725167505, -73.89884456209464)"
46764056,07/06/2020 12:17:29 AM,07/06/2020 12:54:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2104 SEDGWICK AVENUE,SEDGWICK AVENUE,BEND,HALL OF FAME TERRACE,BEND,HALL OF FAME TERRACE,,BRONX,SEDGWICK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:54:51 AM,05 BRONX,,BRONX,1007910,252289,MOBILE,Unspecified,BRONX,,,,,,,,40.85911810652357,-73.91446718543348,"(40.85911810652357, -73.91446718543348)"
46762705,07/06/2020 12:17:36 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757218,07/06/2020 12:17:47 AM,07/06/2020 12:59:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10303,173 BRABANT STREET,BRABANT STREET,LOCKMAN AVENUE,GRANDVIEW AVENUE,LOCKMAN AVENUE,GRANDVIEW AVENUE,,STATEN ISLAND,BRABANT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:59:13 AM,01 STATEN ISLAND,5012450001,STATEN ISLAND,938539,169619,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.63212358684657,-74.16468695295232,"(40.63212358684657, -74.16468695295232)"
46766721,07/06/2020 12:17:49 AM,07/06/2020 01:11:56 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10459,FOX STREET,FOX STREET,FOX STREET,TIFFANY STREET,FOX STREET,TIFFANY STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:11:59 AM,02 BRONX,,BRONX,1013332,237623,ONLINE,Unspecified,BRONX,,,,,,,,40.81884803316853,-73.89492982809801,"(40.81884803316853, -73.89492982809801)"
46762816,07/06/2020 12:18:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757169,07/06/2020 12:18:09 AM,07/06/2020 12:42:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,2016 HUGHES AVENUE,HUGHES AVENUE,EAST  179 STREET,EAST  180 STREET,EAST  179 STREET,EAST  180 STREET,,BRONX,HUGHES AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:42:37 AM,06 BRONX,2030800001,BRONX,1014357,248140,ONLINE,Unspecified,BRONX,,,,,,,,40.847710712619254,-73.89117941312054,"(40.847710712619254, -73.89117941312054)"
46765629,07/06/2020 12:18:10 AM,07/06/2020 12:28:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,80 STREET,80 STREET,80 STREET,155 AVENUE,80 STREET,155 AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 04:28:25 AM,10 QUEENS,,QUEENS,1024831,181265,ONLINE,Unspecified,QUEENS,,,,,,,,40.664114277236145,-73.85372523912191,"(40.664114277236145, -73.85372523912191)"
46767323,07/06/2020 12:18:24 AM,07/06/2020 12:58:42 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10303,201 SOUTH AVENUE,SOUTH AVENUE,ARLINGTON PLACE,STATEN ISLAND RAILWAY LINE,ARLINGTON PLACE,STATEN ISLAND RAILWAY LINE,,STATEN ISLAND,SOUTH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:58:45 AM,01 STATEN ISLAND,5012570028,STATEN ISLAND,938117,170639,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.634921077749894,-74.16621429797448,"(40.634921077749894, -74.16621429797448)"
46766062,07/06/2020 12:18:25 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11422,137 AVENUE,137 AVENUE,137 AVENUE,234 PLACE,137 AVENUE,234 PLACE,,,,,In Progress,,,,13 QUEENS,,QUEENS,1057123,183831,ONLINE,Unspecified,QUEENS,,,,,,,,40.67095045046598,-73.7373010958861,"(40.67095045046598, -73.7373010958861)"
46760153,07/06/2020 12:18:30 AM,07/06/2020 12:35:03 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11428,QUEENS VILLAGE VETERANS PLAZA,QUEENS VILLAGE VETERANS PLAZA,219 STREET,JAMAICA AVENUE,219 STREET,JAMAICA AVENUE,,QUEENS VILLAGE,QUEENS VILLAGE VETERANS PLAZA,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:35:03 AM,13 QUEENS,4107710025,QUEENS,1057459,200978,ONLINE,Unspecified,QUEENS,,,,,,,,40.7180120046172,-73.73590350214612,"(40.7180120046172, -73.73590350214612)"
46768068,07/06/2020 12:18:40 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46758187,07/06/2020 12:18:57 AM,07/06/2020 12:20:20 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10472,1265 MORRISON AVENUE,MORRISON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,,BRONX,MORRISON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 04:20:24 AM,09 BRONX,2037770040,BRONX,1018832,242150,ONLINE,Unspecified,BRONX,,,,,,,,40.83125352949455,-73.87503560556581,"(40.83125352949455, -73.87503560556581)"
46758283,07/06/2020 12:19:03 AM,07/06/2020 12:31:06 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11412,109-17 205 PLACE,205 PLACE,109 AVENUE,HOLLIS AVENUE,109 AVENUE,HOLLIS AVENUE,,SAINT ALBANS,205 PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:31:08 AM,12 QUEENS,4109120048,QUEENS,1052851,197395,MOBILE,Unspecified,QUEENS,,,,,,,,40.70821449477977,-73.75256296846513,"(40.70821449477977, -73.75256296846513)"
46761855,07/06/2020 12:19:08 AM,07/06/2020 12:34:12 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10009,113 AVENUE D,AVENUE D,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,,NEW YORK,AVENUE D,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:34:15 AM,03 MANHATTAN,1003780039,MANHATTAN,990893,202944,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72370861449053,-73.97603381603511,"(40.72370861449053, -73.97603381603511)"
46757546,07/06/2020 12:19:12 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46762154,07/06/2020 12:19:19 AM,07/06/2020 01:38:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,PINE STREET,PINE STREET,PINE STREET,STANLEY AVENUE,PINE STREET,STANLEY AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:38:03 AM,05 BROOKLYN,,BROOKLYN,1020745,181696,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66531506020095,-73.86845092471881,"(40.66531506020095, -73.86845092471881)"
46756444,07/06/2020 12:19:22 AM,07/06/2020 01:06:22 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11412,113 AVENUE,113 AVENUE,113 AVENUE,MURDOCK AVENUE,113 AVENUE,MURDOCK AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:06:24 AM,12 QUEENS,,QUEENS,1049467,193524,ONLINE,Unspecified,QUEENS,,,,,,,,40.697615136227185,-73.76480615002193,"(40.697615136227185, -73.76480615002193)"
46767271,07/06/2020 12:19:30 AM,07/06/2020 12:26:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,530 WEST  186 STREET,WEST  186 STREET,WASHINGTON TERRACE,AUDUBON AVENUE,WASHINGTON TERRACE,AUDUBON AVENUE,,NEW YORK,WEST  186 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:26:40 AM,12 MANHATTAN,1021560039,MANHATTAN,1003680,249562,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85164363090948,-73.92976687459851,"(40.85164363090948, -73.92976687459851)"
46758865,07/06/2020 12:19:31 AM,07/06/2020 12:43:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,41 VERMILYEA AVENUE,VERMILYEA AVENUE,DYCKMAN STREET,ACADEMY STREET,DYCKMAN STREET,ACADEMY STREET,,NEW YORK,VERMILYEA AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:43:49 AM,12 MANHATTAN,1022240021,MANHATTAN,1004987,254471,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86511438576186,-73.92502731017048,"(40.86511438576186, -73.92502731017048)"
46759543,07/06/2020 12:19:33 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3601 OLINVILLE AVENUE,OLINVILLE AVENUE,EAST  213 STREET,EAST  216 STREET,EAST  213 STREET,EAST  216 STREET,,BRONX,OLINVILLE AVENUE,,In Progress,,,,12 BRONX,2046450086,BRONX,1020996,259970,MOBILE,Unspecified,BRONX,,,,,,,,40.880155312205744,-73.86711817398432,"(40.880155312205744, -73.86711817398432)"
46760570,07/06/2020 12:19:34 AM,07/06/2020 12:29:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11231,40 CENTRE MALL,CENTRE MALL,COLUMBIA STREET,HICKS STREET,COLUMBIA STREET,HICKS STREET,,BROOKLYN,CENTRE MALL,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:29:43 AM,06 BROOKLYN,3005380001,BROOKLYN,982585,185410,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.675584218632636,-74.00600254428969,"(40.675584218632636, -74.00600254428969)"
46754807,07/06/2020 12:19:36 AM,07/06/2020 12:23:36 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11230,1825 FOSTER AVENUE,FOSTER AVENUE,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,,BROOKLYN,FOSTER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:23:38 AM,14 BROOKLYN,3052180026,BROOKLYN,995316,170810,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6355036586996,-73.96012957235389,"(40.6355036586996, -73.96012957235389)"
